date;close;quote_asset_volume;num_trades;taker_buy_quote_asset_volume
21/11/2019;161.01;78641896.23;178521;38906646.5
22/11/2019;149.56;147595324.6;324167;69562234.11
23/11/2019;151.84;55595157.56;177816;28306514.68
24/11/2019;139.96;51503705.18;158774;24806572.11
25/11/2019;145.69;106186791.3;238649;52341190.62
26/11/2019;147.47;51873405.04;132207;25305494.22
27/11/2019;152.62;83505998.05;192325;43041430.88
28/11/2019;150.72;48324220.62;124573;24159931.81
29/11/2019;154.57;50649319.12;129774;26479251.48
30/11/2019;151.37;34617912.18;96632;17567465.07
1/12/2019;150.73;51148792.08;125550;25693814.94
2/12/2019;148.65;34768563.47;107070;16974888.54
3/12/2019;147.17;29061161.1;87660;14844721.32
4/12/2019;145.38;63840615.24;149648;31089708.19
5/12/2019;148.1;43777241.59;111694;23382484.68
6/12/2019;148.45;32549526.4;90076;17547902.32
7/12/2019;147.14;20799551.35;70677;10919841.58
8/12/2019;150.44;30606289.29;79766;16985317.53
9/12/2019;147.38;36345702.35;92204;16892414.52
10/12/2019;145.56;29746845.43;85725;14189982.05
11/12/2019;143.39;22772651.17;69834;11897456.59
12/12/2019;144.87;37425277.04;99231;18297930.21
13/12/2019;144.8;23203419.96;90805;11879184.41
14/12/2019;141.79;18027581.36;76951;8537450.108
15/12/2019;142.46;21495196.82;77131;10413387.06
16/12/2019;132.73;63632055.58;153717;29112565.7
17/12/2019;121.88;71709329.27;178977;34693963.88
18/12/2019;132.78;110566290.6;252627;58667753.47
19/12/2019;128.1;53766864.19;154222;26131287.04
20/12/2019;128.19;27266605.48;90922;13990539.68
21/12/2019;126.99;17199278.79;64847;8263790.328
22/12/2019;132.09;32938501.02;91028;17045189.4
23/12/2019;127.8;55501305.92;145867;25638865.79
24/12/2019;127.75;25667665.14;87657;12872420.09
25/12/2019;125.09;28144469.16;93397;12331982.2
26/12/2019;125.58;34943780.91;103034;16332907.93
27/12/2019;126.29;30020098.89;102142;14500702.35
28/12/2019;128.11;25177121.15;82441;12279856.7
29/12/2019;134.36;41893078.36;115498;20495780.18
30/12/2019;131.59;42636559.38;101293;20482964.27
31/12/2019;129.16;34678632.18;95085;17146486.49
1/1/2020;130.77;18952318.53;75888;9407940.161
2/1/2020;127.19;27486853.39;96193;13615064.57
3/1/2020;134.35;54139288.22;162310;29863547.62
4/1/2020;134.2;24641135.57;95488;11476955.59
5/1/2020;135.37;34593687.6;115106;17260443.97
6/1/2020;144.15;57400544.49;159866;28085835.72
7/1/2020;142.8;63861666.4;188444;31981440.09
8/1/2020;140.72;81184999.73;229912;40157986.57
9/1/2020;137.74;50611452.58;152241;25716637.97
10/1/2020;144.84;57377525.56;167313;29753335.79
11/1/2020;142.38;53149360.56;156488;27384707.93
12/1/2020;146.54;33112850.82;110842;16214587.13
13/1/2020;143.58;29888095.37;102544;14292973.2
14/1/2020;165.64;173492006.2;321408;89171070.4
15/1/2020;166.4;119239937.9;251183;57992191.98
16/1/2020;164.21;74038650.83;179108;35985561.13
17/1/2020;169.85;129909265.3;273867;63553850.73
18/1/2020;174.14;119388338.8;240660;60783310.67
19/1/2020;166.79;105691368.8;203953;51957534.85
20/1/2020;166.87;59292534.72;130615;30119285.66
21/1/2020;169.49;51615232.57;125609;25916761.62
22/1/2020;168.07;45903134.16;111017;22137225.77
23/1/2020;162.81;60971659.77;150875;29244864.76
24/1/2020;162.54;68980724.06;145668;32428806.01
25/1/2020;160.35;35196608.31;95448;18335347.16
26/1/2020;167.86;41239031.34;116628;22253874.87
27/1/2020;170.08;61846624.61;157072;30945679.52
28/1/2020;175.64;81649497.49;178990;42996095.56
29/1/2020;173.72;55988230.27;145062;26718161.11
30/1/2020;184.69;85164074.08;189458;43057387.75
31/1/2020;179.99;69633052.28;157597;33021337.96
1/2/2020;183.6;47263178.07;124149;22884938.05
2/2/2020;188.44;104105613.6;222425;52807627.8
3/2/2020;189.69;79336312.52;181726;40681548.25
4/2/2020;188.91;68720832.62;173353;32795529.65
5/2/2020;203.78;108659358.5;241415;57410798.32
6/2/2020;213.19;127874220.8;276196;63669109.12
7/2/2020;223.33;138524804.2;268274;68898379.28
8/2/2020;223.05;122069507.7;257281;61749990.22
9/2/2020;228.49;79674647;183735;39249445.4
10/2/2020;222.89;113385289;232617;56800747.21
11/2/2020;236.69;135863928.6;250241;70710866.23
12/2/2020;265.74;266734296.6;415316;133916108
13/2/2020;268.32;291533156.1;422008;144330540.7
14/2/2020;285.15;201120424.6;309022;104184138.4
15/2/2020;264.88;236287101.1;348934;115254803.5
16/2/2020;258.85;286269166.3;416082;135974874.8
17/2/2020;267.85;280371301.8;417529;136867563.5
18/2/2020;282.61;304162263.3;431799;150109585.7
19/2/2020;258.45;191887955.8;298048;93329064.51
20/2/2020;256.96;249383114;373551;126895480.4
21/2/2020;265.27;137848242.4;214306;70748990.2
22/2/2020;261.57;81781388.32;136810;40974857.94
23/2/2020;274.48;120024059;178464;60845374.2
24/2/2020;265.52;185949182.7;263161;88287487.19
25/2/2020;246.67;197442911.5;277457;97346482.23
26/2/2020;223.93;324229460.6;454355;152612432.4
27/2/2020;227.79;287322727.3;415969;141632481.7
28/2/2020;226.76;236064804.3;347125;114271376
29/2/2020;217.21;123635801;211771;62479741.18
1/3/2020;217.81;157064953.8;265577;79085739.01
2/3/2020;231.97;182948651.7;258680;90992396.72
3/3/2020;223.91;168090325.5;253103;84105282.7
4/3/2020;224.26;99650220.54;167247;49186332.77
5/3/2020;228.38;138081898.3;227242;68301116.79
6/3/2020;244.88;148563741.8;234091;77799831.6
7/3/2020;237.23;154037325.6;238113;75736818.1
8/3/2020;199.43;277970187.9;412787;128602756.9
9/3/2020;202.81;332570408.5;473504;164639631.8
10/3/2020;200.7;205536190.2;332398;101099251.5
11/3/2020;194.61;208232375.2;344156;104024026.9
12/3/2020;107.82;548668262.2;937284;260692153.2
13/3/2020;134.06;560710331.8;1199923;278488986
14/3/2020;122.54;159192895.6;398146;80877487.99
15/3/2020;123.78;163436235.3;346579;83359166.35
16/3/2020;111.02;270353891.8;663277;131882551.3
17/3/2020;115.67;150800664.1;378258;76179202.04
18/3/2020;118.11;137550912.1;346312;69185743.99
19/3/2020;136.3;231626928.2;489147;116437845.4
20/3/2020;133.48;345856006.7;707216;171579646.8
21/3/2020;132.66;162468451.8;401288;80144362.79
22/3/2020;122.32;135927941.1;337273;68650481.22
23/3/2020;135.92;184851609.1;416820;95088118.67
24/3/2020;138.42;171156363.7;381573;86383070.31
25/3/2020;136.1;141795323;317580;70208230
26/3/2020;138.4;101918769.7;248508;51679665.34
27/3/2020;131.33;96581886.88;224835;46615645.76
28/3/2020;130.98;115166652;274768;56744425.27
29/3/2020;124.5;69434202.21;182914;31762471.02
30/3/2020;132.06;100271145.9;241576;51471681.58
31/3/2020;132.72;72618183.48;172692;35849972.63
1/4/2020;135.69;90063924.23;199637;42946394.48
2/4/2020;141.28;159989506.6;314519;81265956.91
3/4/2020;141.31;113731706.7;239800;53851773.63
4/4/2020;144.1;81640622.83;178768;41667692.35
5/4/2020;142.68;59383946.13;134223;29454884.74
6/4/2020;171.32;257097597.8;432858;131930482.8
7/4/2020;164.63;292710722.6;446557;145531653.9
8/4/2020;173.11;173916484.8;287799;86963287.6
9/4/2020;169.52;122531132;212541;60787119.84
10/4/2020;157.81;209535613.3;323430;99285405.31
11/4/2020;158.33;98275533.06;168046;49512383.09
12/4/2020;158.59;129919934.4;223429;63624893.23
13/4/2020;156.29;160423270.3;255965;80051376.53
14/4/2020;158.45;110710086.1;178490;54564372.11
15/4/2020;152.73;114640840.1;186226;54594699.04
16/4/2020;172.29;273639160.1;389854;137897793.2
17/4/2020;170.69;123553456.3;191289;60121889.86
18/4/2020;187.4;203132212;286172;102696714.6
19/4/2020;180.03;181415813.5;270668;87227250.3
20/4/2020;170.2;273854539.8;365589;131918687.7
21/4/2020;170.74;155292048.4;228262;77856857.49
22/4/2020;182.7;176079076.9;246896;86960811.94
23/4/2020;185.51;270862911.4;363772;133791885
24/4/2020;187.59;146419748.1;222074;69133236.24
25/4/2020;194.21;167703202.4;244755;84884022.53
26/4/2020;197.38;148433709.8;228826;74997367.32
27/4/2020;196.34;174775637.9;238341;83095117.56
28/4/2020;196.24;124476041.9;183819;63499045.65
29/4/2020;215.36;338324593.6;445147;170664754.3
30/4/2020;206.08;374893029.8;557268;180276411
1/5/2020;212.02;168339123.4;291365;82585993.16
2/5/2020;213.9;94389501.52;185802;47928012.23
3/5/2020;209.86;158874887.1;268841;75207830.9
4/5/2020;206.48;225451167.7;349701;111948053.1
5/5/2020;205.29;131906204.9;246124;64025329.19
6/5/2020;198.97;178157452.6;271299;84998478.61
7/5/2020;212;271197927.7;380313;137272634.8
8/5/2020;211.31;194579529.4;262122;94465691.13
9/5/2020;210.07;124626471.4;194059;61966403.94
10/5/2020;187.54;278394290.8;426358;131143494.3
11/5/2020;185.73;203391530.2;303669;98465728.23
12/5/2020;189.76;126810812.2;193978;63647040.81
13/5/2020;199.58;156637596.4;212710;79791107.72
14/5/2020;203.29;224233786.1;285245;112099049.7
15/5/2020;194.86;179634085.6;230721;86944450.76
16/5/2020;200.45;134060788.5;174447;68751336.84
17/5/2020;207;145341278.7;180088;75677871.47
18/5/2020;214.91;226789027.2;249528;114784967.2
19/5/2020;214.58;136846948.6;186027;67835348.16
20/5/2020;209.98;143704806.2;195172;70009379.66
21/5/2020;198.74;203445711;258415;97136468.81
22/5/2020;207.36;159972608.5;217659;81120762.58
23/5/2020;206.6;99461068.1;150729;49341950.42
24/5/2020;199.9;138917619.2;204534;66890503.38
25/5/2020;204.15;95411610.8;171792;49464529.61
26/5/2020;200.89;96116808.86;167702;47132325.29
27/5/2020;208.29;101445351;167619;51832733.6
28/5/2020;220.21;136361627.3;219160;74663823.76
29/5/2020;220.67;133220045.5;217959;66680504.4
30/5/2020;243.66;238678839.8;341862;119730479.8
31/5/2020;231.57;194867426.3;320066;90551397.68
1/6/2020;248.23;198791911.8;318497;102865011.7
2/6/2020;237.71;230680327.3;355417;111744961.6
3/6/2020;244.52;120179301.2;213792;62129185.47
4/6/2020;243.21;162460397.6;253226;80659519.35
5/6/2020;240.03;122084004.5;205337;58916816.26
6/6/2020;241.94;93979350.81;161709;47973780.54
7/6/2020;244.56;137165732.6;226478;68517428.42
8/6/2020;246.4;93355224.97;159981;47159340.97
9/6/2020;243.8;102374504.6;185974;49369436.33
10/6/2020;247.78;105797248.2;185330;54322143.5
11/6/2020;230.51;195063781.3;312655;89279896.49
12/6/2020;237.55;105069425.1;181977;52877894.61
13/6/2020;238.11;60087772.65;134555;30052109.59
14/6/2020;231.77;71575514.08;158093;35264141.21
15/6/2020;230.86;197907504.8;308126;92965284.37
16/6/2020;235.3;116456364.2;188136;58831595.31
17/6/2020;233.82;111415059.1;189653;54288236.16
18/6/2020;231.27;77542070.33;145815;36639257.02
19/6/2020;229;91117706.16;160682;45127258.01
20/6/2020;228.89;69343699.91;129778;33536648.03
21/6/2020;228.04;58868166.51;109238;30640576.93
22/6/2020;243.13;178707156.2;256688;91072958.54
23/6/2020;243.14;107457002.5;172649;54630829.06
24/6/2020;234.58;220763040.4;289888;107284767
25/6/2020;232.5;142697463.4;192323;72711629.98
26/6/2020;229.64;144805505.2;192182;72145517.99
27/6/2020;220.94;145264632.3;207051;67274910.29
28/6/2020;224.93;99423540.14;144728;52806921.85
29/6/2020;227.93;134510531.2;183558;68753130.27
30/6/2020;225.6;93802207.27;143612;45764408.13
1/7/2020;230.99;118322932.9;176455;60770218.92
2/7/2020;226.46;134976975.1;210294;64320519.48
3/7/2020;224.87;71286978.5;139167;34844388.69
4/7/2020;229.17;69899468.28;134338;35487540.26
5/7/2020;227.56;80528660.62;152077;39276422.85
6/7/2020;241.6;203334727.9;268187;104363380.1
7/7/2020;239.39;143122828.4;213589;69992123.94
8/7/2020;246.95;233460700.8;309582;115197139.7
9/7/2020;241.98;157541370;243580;76404395.94
10/7/2020;241.26;108806462.5;181124;55969388.92
11/7/2020;239.19;70548557.68;140265;34563855.77
12/7/2020;242.79;112487552.4;201729;57233192.42
13/7/2020;239.5;146193291.9;240032;73761164.96
14/7/2020;240.44;102105027.1;172704;50895173.69
15/7/2020;238.61;88059682.48;154984;42606335.48
16/7/2020;233.57;137208323.2;222138;66475192.08
17/7/2020;232.67;75931058.42;149088;37286020.32
18/7/2020;235.67;80046747.83;136494;39557475.71
19/7/2020;239.11;82120072.99;144896;41857576.45
20/7/2020;236.01;94314378.94;164435;45941871.96
21/7/2020;245.59;154502240.9;240019;81336675.1
22/7/2020;263.74;180692677.2;273546;96136746.65
23/7/2020;275.3;287217202.7;378573;147366131.5
24/7/2020;279.15;256347245.5;362608;129363215.3
25/7/2020;305.26;308799629.4;424683;159353784.5
26/7/2020;311;392346895.3;486058;194398665.6
27/7/2020;321.93;527292799.3;645395;263886380.6
28/7/2020;316.77;346187853.3;458451;166776146.2
29/7/2020;317.71;254201662.1;347597;129383921.5
30/7/2020;334.87;328286452.5;410721;178728061.9
31/7/2020;346.33;323282981;461788;163562313.7
1/8/2020;387;527543444.9;598900;279585883.4
2/8/2020;372.42;878397036.3;960835;434515635.5
3/8/2020;385.94;462170587.5;534803;230529343.4
4/8/2020;389.61;461794422.2;503335;227199384.2
5/8/2020;400.72;444335097.1;459722;225101645.7
6/8/2020;394.77;325718417.7;388529;159852195.1
7/8/2020;379.34;398625567.1;466548;191569557.5
8/8/2020;397.03;240999198;300577;126105849.1
9/8/2020;390.14;233057462.9;319111;115294494
10/8/2020;395.44;326372434.9;395123;161732201.7
11/8/2020;379;381981614.6;459623;179106068.4
12/8/2020;387.18;285872467.6;349082;144127095.7
13/8/2020;424.54;604810975.1;634978;314657281
14/8/2020;438.11;477180580.1;502635;237162820.6
15/8/2020;432.32;296652970.5;351377;144668622.3
16/8/2020;433.62;305445885.8;371807;147116639.3
17/8/2020;430.89;375038999.5;443560;187814884.7
18/8/2020;421.95;316635287;374074;152053040.6
19/8/2020;407.46;400208683.3;455992;187156985.8
20/8/2020;415.94;273292342.2;322537;138426936.6
21/8/2020;387.97;347455883.5;414222;159527686.5
22/8/2020;395.24;250069873.4;305450;122564498.4
23/8/2020;390.71;173799978;222729;85211118.01
24/8/2020;407.68;287991794.2;307676;150318604.2
25/8/2020;382.93;375681480.2;411636;179300083.7
26/8/2020;385.81;284504413.1;351141;143413331.4
27/8/2020;383.27;336647752.3;392116;169506712.9
28/8/2020;395.11;286555002;311832;147371987.1
29/8/2020;398.65;263787683;300090;134324057.8
30/8/2020;428.94;370467271.1;395838;188019162.8
31/8/2020;433.79;447866996.2;456201;224568024.6
1/9/2020;475.4;813662129.7;763508;403711776.2
2/9/2020;439.5;844475154.7;825133;418025683.7
3/9/2020;381.4;995567239;903066;481135153.4
4/9/2020;385.26;696658932.1;744610;346399148.8
5/9/2020;335.01;967730464.9;1074986;474118503.5
6/9/2020;352.8;691925087.4;852597;343097244
7/9/2020;353.59;596754172.7;708066;300098826.3
8/9/2020;337.39;476444912.5;554846;232727441.3
9/9/2020;350.85;304910633.8;381038;156362634.9
10/9/2020;367.93;416598205.7;512819;207485762.5
11/9/2020;373.63;308822715.1;367615;154876994.9
12/9/2020;387.78;287133871.2;318774;146905887.1
13/9/2020;366.42;367969518.5;430236;175392358.4
14/9/2020;377.12;387238794.7;476828;193631762.6
15/9/2020;364.06;328317009.6;405048;158082601.8
16/9/2020;365.11;306622238.1;371665;146390592.3
17/9/2020;389.36;479026710.9;505247;247663754.9
18/9/2020;384.39;308748579.8;323159;150003338.3
19/9/2020;385.25;218785730.1;230924;105557594.3
20/9/2020;371.04;259700927.5;275295;127111733
21/9/2020;340.36;452134893.6;472560;216255854.3
22/9/2020;344.21;288166815.5;286593;138901899.8
23/9/2020;320.72;313808761.1;323226;150859607.8
24/9/2020;348.97;360708689.4;371450;182260574.8
25/9/2020;351.92;298266918.8;310536;148520979.7
26/9/2020;353.92;186812160.4;217834;93597365.19
27/9/2020;357.49;202411362.7;230526;98851342.52
28/9/2020;353.96;273063157.8;261317;131705221.5
29/9/2020;359.79;208028826.5;214988;105268925.8
30/9/2020;359.83;177784824.5;173910;92021033.12
1/10/2020;352.85;271468849.8;288354;129606992.6
2/10/2020;345.6;251829017.5;286023;123230178
3/10/2020;345.95;105401893.4;136755;54819449.94
4/10/2020;352.37;119961274.7;138736;58850037.6
5/10/2020;353.62;132656713;145787;65347144.97
6/10/2020;340.75;221765553.6;240812;107797282.8
7/10/2020;341.58;183873686.4;195112;90930067.04
8/10/2020;350.95;217322067;220053;114406630
9/10/2020;365.02;232878561.9;241168;124302113.2
10/10/2020;370.52;220607973;253825;111977478.9
11/10/2020;374.16;139329772.5;164475;70162446.93
12/10/2020;386.51;320587055.5;309500;162322201.3
13/10/2020;381.04;246276552;239460;120349073.8
14/10/2020;378.69;216288027;214375;105736024.8
15/10/2020;377.64;238396852.8;228454;115864353.7
16/10/2020;365.5;241127894.7;255775;113825303.5
17/10/2020;368.32;104838880.5;126045;51365997.43
18/10/2020;378.11;120818450.6;133043;62359187.49
19/10/2020;379.3;218372640;224887;106363380.2
20/10/2020;368.52;229928443.8;251051;107315894.5
21/10/2020;390.38;472488832.7;450963;244519977.3
22/10/2020;413.98;447211002.5;412013;228790705.5
23/10/2020;409.11;299943190.9;293671;145754753.8
24/10/2020;412.14;172799824.6;182680;85377261.16
25/10/2020;405.86;170054743.3;177854;78807422.93
26/10/2020;392.52;356208480.6;329493;162532499.8
27/10/2020;403.45;302522886.8;286217;149645515.4
28/10/2020;388.23;335751199.3;348661;159935755.1
29/10/2020;387.13;222669504.9;248649;109967352.1
30/10/2020;382.49;294342546;289735;146595613
31/10/2020;386.46;181136851.5;218528;92253593.44
1/11/2020;396.67;171238317.7;181369;89100829.29
2/11/2020;383.02;304223545.9;290370;149479791.1
3/11/2020;387.88;286291774;280412;139475874.9
4/11/2020;402.49;454481208.4;392310;236190448.3
5/11/2020;416.69;601591250.4;513574;299466668
6/11/2020;455.91;736015135.6;666505;386541087.4
7/11/2020;435.21;743871175.8;674858;374507765.4
8/11/2020;454.3;375679148.2;354341;189644075.4
9/11/2020;444.32;491928165;469947;234223109
10/11/2020;450.34;388190148.2;384228;195856348.2
11/11/2020;463.09;559228791.9;560360;290487787
12/11/2020;462.39;455971309.2;411840;217115755.3
13/11/2020;476.43;456232937.2;427363;238031863.1
14/11/2020;460.89;340142257.2;350772;160634962
15/11/2020;448.08;301406126.5;311451;139442342.1
16/11/2020;460.55;370889706.7;328762;186016422.4
17/11/2020;482.15;544239665.4;464336;279583957.9
18/11/2020;478.41;706704397.4;637641;355029605.6
19/11/2020;471.25;387199111.4;404737;184475868.3
20/11/2020;510.12;756660192.9;607663;389816150.4
21/11/2020;552.35;815402228.5;649077;415699828.6
22/11/2020;560.03;1014064539;768900;499466614.4
23/11/2020;608.58;1218150934;896026;620234259.8
24/11/2020;604.97;976376501.3;838352;487114657.5
25/11/2020;569.5;716972340.7;657386;339032707.4
26/11/2020;519.83;1386030255;1259051;667402458.3
27/11/2020;518.68;558985308.9;578800;280820318
28/11/2020;537.52;475169074.7;456028;245997234.1
29/11/2020;576.3;471629262.2;454026;243151356.5
30/11/2020;616.66;895373784.8;717837;454509096
1/12/2020;585.26;1300668283;1018862;633883748.9
2/12/2020;596.89;632858653.2;604591;315241714.3
3/12/2020;615.85;568024618.9;513555;292623478.6
4/12/2020;567.24;624543865.9;556641;289993182.9
5/12/2020;596.8;410382624.7;389600;212540315
6/12/2020;601.54;359236400.3;363661;185485506.4
7/12/2020;591.28;295598087;347036;140496351
8/12/2020;554.94;461781203.2;422868;213672984.8
9/12/2020;573.09;555142155.9;535975;280447024.9
10/12/2020;558.99;341352126.3;376548;169125585.1
11/12/2020;544.43;419607430.4;400545;201527071.7
12/12/2020;568.04;320867352.5;321104;169441251.7
13/12/2020;590.7;383072560.3;359525;189873757.2
14/12/2020;586.29;288110224;272746;143226160
15/12/2020;588.64;334543178.4;329161;170832376.2
16/12/2020;637.18;725009244.4;589563;376680848
17/12/2020;642.7;1307445033;974504;636041218.1
18/12/2020;653.85;646217791.2;554335;320579472.2
19/12/2020;658.03;564029933.3;562281;276780293.9
20/12/2020;638.18;533109285.7;505181;255626307.2
21/12/2020;607.58;524208673.9;521589;254158056.1
22/12/2020;636.45;563872004.6;522945;286284535.1
23/12/2020;585.56;733443630.4;733896;342705478.2
24/12/2020;612.31;519843557;571510;265331357.9
25/12/2020;626.82;494089140.9;468979;253924482.5
26/12/2020;637.44;607664782;541191;307006622.7
27/12/2020;685.11;1247547957;1047001;627557199.5
28/12/2020;730.41;1180438285;961277;603982596.9
29/12/2020;732;794643540.5;820504;390697226.4
30/12/2020;752.17;743546676.8;692405;379464185.4
31/12/2020;736.42;638503822.4;623216;319087759
1/1/2021;728.91;496072043.8;483671;249240373.9
2/1/2021;774.56;1024472183;824134;519915827
3/1/2021;978.28;2522411860;1636501;1290266276
4/1/2021;1041.43;4303634203;2477862;2157639019
5/1/2021;1099.56;2857050280;1960503;1412551453
6/1/2021;1208.42;2725262121;1600888;1401239481
7/1/2021;1224.87;2406219891;1402699;1189746026
8/1/2021;1216.93;2543427453;1718817;1246619297
9/1/2021;1276;1780137376;1131871;918333130.8
10/1/2021;1254.25;2517791852;1437486;1266203575
11/1/2021;1087.01;4290593990;2557613;2073558270
12/1/2021;1050.16;2491067093;1516625;1244662146
13/1/2021;1129.89;1664178969;1123983;844656818.2
14/1/2021;1231.62;1825860914;1255769;932454704.1
15/1/2021;1168.53;2302781119;1519266;1145518024
16/1/2021;1227.83;1927453175;1252473;984555467.1
17/1/2021;1232.45;1606424364;1121278;811881943.5
18/1/2021;1258.45;1223628041;940604;613148505.6
19/1/2021;1365.36;3120980924;1840481;1585793804
20/1/2021;1376.99;2931656296;1852253;1459031150
21/1/2021;1110.96;2787012515;1823458;1346852630
22/1/2021;1232.62;2360267831;1652010;1212076603
23/1/2021;1233.6;1250575692;932871;626781286.6
24/1/2021;1392.51;1996765628;1313986;1045052389
25/1/2021;1317.88;2644267237;1661512;1324815914
26/1/2021;1365.97;2216751668;1423178;1128968368
27/1/2021;1239.03;2554649901;1737296;1268777717
28/1/2021;1329.69;1790490878;1275024;922191761.4
29/1/2021;1379.5;3077996801;1714076;1539947796
30/1/2021;1378.05;1414231403;1013174;691043001
31/1/2021;1312.55;1276842260;828176;597602925.8
1/2/2021;1374.17;1449463767;915584;727808340.7
2/2/2021;1511.87;2821617332;1614541;1431300798
3/2/2021;1664.49;2418887042;1384979;1249029451
4/2/2021;1595.67;2693099602;1507993;1350478681
5/2/2021;1719.19;2011685911;1326415;1012301493
6/2/2021;1676.35;1940057858;1152167;954941828.4
7/2/2021;1611.62;2044371589;1263737;987284129.7
8/2/2021;1750.15;2255426926;1372788;1141288385
9/2/2021;1769.13;2080818892;1173421;1042666171
10/2/2021;1740.78;2149076144;1279140;1067949001
11/2/2021;1785.62;1301681872;935602;650153645.4
12/2/2021;1840.26;1635426868;996495;829217927.3
13/2/2021;1814.96;1395594093;853189;676531918.5
14/2/2021;1800.42;1230043295;714827;608556979.1
15/2/2021;1779.25;1860338372;1086589;904087834.8
16/2/2021;1781.99;1455884892;826125;693804838.7
17/2/2021;1849.88;1437546813;862461;745568293.8
18/2/2021;1939.61;1787383532;1053661;941541216.8
19/2/2021;1955;1533991632;988320;752267904.2
20/2/2021;1913;2493836246;1329067;1236782122
21/2/2021;1933.53;1467970937;895138;749271580.6
22/2/2021;1777.58;3200483177;1799926;1513747908
23/2/2021;1577.89;3931407908;2396626;1903489088
24/2/2021;1623.39;2261264845;1319936;1153792817
25/2/2021;1481.75;1650582277;1110019;802212265.5
26/2/2021;1444.59;2004016547;1298739;979857228.4
27/2/2021;1458.13;1375946816;954919;671100313.8
28/2/2021;1419.18;1929140047;1190546;963537938.1
1/3/2021;1569.86;1642627276;989006;853434777.4
2/3/2021;1486.78;1627312283;966176;781051077.7
3/3/2021;1567.69;1676300215;1237215;850213871.7
4/3/2021;1539.23;1476463518;1125118;731257773.7
5/3/2021;1528.31;1355798089;1000913;672042056.2
6/3/2021;1650.35;1611851702;1188531;853820036.1
7/3/2021;1726.16;1414988218;1166072;721395027.2
8/3/2021;1833.18;1995142129;1407402;1046045707
9/3/2021;1870.51;1570286249;1196670;758575748.4
10/3/2021;1795.12;1706230875;1098051;821707575.7
11/3/2021;1825.78;1627027458;1023958;794476087.9
12/3/2021;1766.1;1542873062;1126153;756268155.3
13/3/2021;1922.35;1718553132;1265904;875441534
14/3/2021;1848.1;1200354206;963564;567878404.2
15/3/2021;1793.48;1842608873;1496415;918123974.6
16/3/2021;1805.12;1360127230;987906;690760061.5
17/3/2021;1823.58;1177718487;872416;603533782.4
18/3/2021;1776.08;1092346827;783517;514992961.4
19/3/2021;1809.1;901801564.2;703977;452606834.8
20/3/2021;1806.1;828404987.7;743672;421947140.6
21/3/2021;1782.98;830951276.5;748800;405242308.7
22/3/2021;1680.97;1019780399;879976;498556293.3
23/3/2021;1668.08;975522491.1;654415;484836342
